,visual acuity,side,year,age,gender,n
1163,"[0.45, 0.75)",right,2015,"[70.0, 75.0)",female,152705
1164,"[0.45, 0.75)",right,2015,"[75.0, 80.0)",male,60419
1165,"[0.45, 0.75)",right,2015,"[75.0, 80.0)",female,75963
1166,"[0.45, 0.75)",right,2015,"[80.0, 85.0)",male,31579
1167,"[0.45, 0.75)",right,2015,"[80.0, 85.0)",female,43128
1168,"[0.45, 0.75)",right,2015,"[85.0, inf)",male,6314
1169,"[0.45, 0.75)",right,2015,"[85.0, inf)",female,9848
1170,"[0.45, 0.75)",right,2014,"[0.0, 20.0)",male,2458
1171,"[0.45, 0.75)",right,2014,"[0.0, 20.0)",female,2252
1172,"[0.45, 0.75)",right,2014,"[20.0, 25.0)",male,15829
1173,"[0.45, 0.75)",right,2014,"[20.0, 25.0)",female,25643
1174,"[0.45, 0.75)",right,2014,"[25.0, 30.0)",male,50157
1175,"[0.45, 0.75)",right,2014,"[25.0, 30.0)",female,51324
1176,"[0.45, 0.75)",right,2014,"[30.0, 35.0)",male,74200
1177,"[0.45, 0.75)",right,2014,"[30.0, 35.0)",female,50563
1178,"[0.45, 0.75)",right,2014,"[35.0, 40.0)",male,57570
1179,"[0.45, 0.75)",right,2014,"[35.0, 40.0)",female,39812
1180,"[0.45, 0.75)",right,2014,"[40.0, 45.0)",male,64475
1181,"[0.45, 0.75)",right,2014,"[40.0, 45.0)",female,77422
1182,"[0.45, 0.75)",right,2014,"[45.0, 50.0)",male,96494
1183,"[0.45, 0.75)",right,2014,"[45.0, 50.0)",female,118361
1184,"[0.45, 0.75)",right,2014,"[50.0, 55.0)",male,136349
1185,"[0.45, 0.75)",right,2014,"[50.0, 55.0)",female,190881
1186,"[0.45, 0.75)",right,2014,"[55.0, 60.0)",male,132249
1187,"[0.45, 0.75)",right,2014,"[55.0, 60.0)",female,168811
1188,"[0.45, 0.75)",right,2014,"[60.0, 65.0)",male,144311
1189,"[0.45, 0.75)",right,2014,"[60.0, 65.0)",female,205123
1190,"[0.45, 0.75)",right,2014,"[65.0, 70.0)",male,62553
1191,"[0.45, 0.75)",right,2014,"[65.0, 70.0)",female,67987
1192,"[0.45, 0.75)",right,2014,"[70.0, 75.0)",male,118301
1193,"[0.45, 0.75)",right,2014,"[70.0, 75.0)",female,155761
1194,"[0.45, 0.75)",right,2014,"[75.0, 80.0)",male,51954
1195,"[0.45, 0.75)",right,2014,"[75.0, 80.0)",female,67157
1196,"[0.45, 0.75)",right,2014,"[80.0, 85.0)",male,26084
1197,"[0.45, 0.75)",right,2014,"[80.0, 85.0)",female,36909
1198,"[0.45, 0.75)",right,2014,"[85.0, inf)",male,5147
1199,"[0.45, 0.75)",right,2014,"[85.0, inf)",female,7974
1200,"[0.45, 0.75)",right,2013,"[0.0, 20.0)",male,2490
1201,"[0.45, 0.75)",right,2013,"[0.0, 20.0)",female,2587
1202,"[0.45, 0.75)",right,2013,"[20.0, 25.0)",male,15086
1203,"[0.45, 0.75)",right,2013,"[20.0, 25.0)",female,25419
1204,"[0.45, 0.75)",right,2013,"[25.0, 30.0)",male,50264
1205,"[0.45, 0.75)",right,2013,"[25.0, 30.0)",female,52296
1206,"[0.45, 0.75)",right,2013,"[30.0, 35.0)",male,76240
1207,"[0.45, 0.75)",right,2013,"[30.0, 35.0)",female,48499
1208,"[0.45, 0.75)",right,2013,"[35.0, 40.0)",male,54893
1209,"[0.45, 0.75)",right,2013,"[35.0, 40.0)",female,32857
1210,"[0.45, 0.75)",right,2013,"[40.0, 45.0)",male,64795
1211,"[0.45, 0.75)",right,2013,"[40.0, 45.0)",female,77214
1212,"[0.45, 0.75)",right,2013,"[45.0, 50.0)",male,90195
1213,"[0.45, 0.75)",right,2013,"[45.0, 50.0)",female,109393
1214,"[0.45, 0.75)",right,2013,"[50.0, 55.0)",male,126390
1215,"[0.45, 0.75)",right,2013,"[50.0, 55.0)",female,181118
1216,"[0.45, 0.75)",right,2013,"[55.0, 60.0)",male,119176
1217,"[0.45, 0.75)",right,2013,"[55.0, 60.0)",female,160677
1218,"[0.45, 0.75)",right,2013,"[60.0, 65.0)",male,128121
1219,"[0.45, 0.75)",right,2013,"[60.0, 65.0)",female,180519
1220,"[0.45, 0.75)",right,2013,"[65.0, 70.0)",male,55488
1221,"[0.45, 0.75)",right,2013,"[65.0, 70.0)",female,59896
1222,"[0.45, 0.75)",right,2013,"[70.0, 75.0)",male,111595
1223,"[0.45, 0.75)",right,2013,"[70.0, 75.0)",female,144557
1224,"[0.45, 0.75)",right,2013,"[75.0, 80.0)",male,46947
1225,"[0.45, 0.75)",right,2013,"[75.0, 80.0)",female,60857
1226,"[0.45, 0.75)",right,2013,"[80.0, 85.0)",male,21718
1227,"[0.45, 0.75)",right,2013,"[80.0, 85.0)",female,30551
1228,"[0.45, 0.75)",right,2013,"[85.0, inf)",male,4538
1229,"[0.45, 0.75)",right,2013,"[85.0, inf)",female,6846
1230,"[0.45, 0.75)",right,2012,"[0.0, 20.0)",male,1874
1231,"[0.45, 0.75)",right,2012,"[0.0, 20.0)",female,2400
1232,"[0.45, 0.75)",right,2012,"[20.0, 25.0)",male,13712
1233,"[0.45, 0.75)",right,2012,"[20.0, 25.0)",female,23298
1234,"[0.45, 0.75)",right,2012,"[25.0, 30.0)",male,48105
1235,"[0.45, 0.75)",right,2012,"[25.0, 30.0)",female,51200
1236,"[0.45, 0.75)",right,2012,"[30.0, 35.0)",male,69872
1237,"[0.45, 0.75)",right,2012,"[30.0, 35.0)",female,48695
1238,"[0.45, 0.75)",right,2012,"[35.0, 40.0)",male,53794
1239,"[0.45, 0.75)",right,2012,"[35.0, 40.0)",female,36551
1240,"[0.45, 0.75)",right,2012,"[40.0, 45.0)",male,62796
1241,"[0.45, 0.75)",right,2012,"[40.0, 45.0)",female,75951
1242,"[0.45, 0.75)",right,2012,"[45.0, 50.0)",male,90610
1243,"[0.45, 0.75)",right,2012,"[45.0, 50.0)",female,106589
1244,"[0.45, 0.75)",right,2012,"[50.0, 55.0)",male,136477
1245,"[0.45, 0.75)",right,2012,"[50.0, 55.0)",female,188166
1246,"[0.45, 0.75)",right,2012,"[55.0, 60.0)",male,117749
1247,"[0.45, 0.75)",right,2012,"[55.0, 60.0)",female,147855
1248,"[0.45, 0.75)",right,2012,"[60.0, 65.0)",male,134876
1249,"[0.45, 0.75)",right,2012,"[60.0, 65.0)",female,187706
1250,"[0.45, 0.75)",right,2012,"[65.0, 70.0)",male,55151
1251,"[0.45, 0.75)",right,2012,"[65.0, 70.0)",female,62284
1252,"[0.45, 0.75)",right,2012,"[70.0, 75.0)",male,111582
1253,"[0.45, 0.75)",right,2012,"[70.0, 75.0)",female,144768
1254,"[0.45, 0.75)",right,2012,"[75.0, 80.0)",male,42315
1255,"[0.45, 0.75)",right,2012,"[75.0, 80.0)",female,53919
1256,"[0.45, 0.75)",right,2012,"[80.0, 85.0)",male,19231
1257,"[0.45, 0.75)",right,2012,"[80.0, 85.0)",female,27375
1258,"[0.45, 0.75)",right,2012,"[85.0, inf)",male,3897
1259,"[0.45, 0.75)",right,2012,"[85.0, inf)",female,5046
1260,"[0.75, 1.05)",left,2011,"[0.0, 20.0)",male,3092
1261,"[0.75, 1.05)",left,2011,"[0.0, 20.0)",female,5075
1262,"[0.75, 1.05)",left,2011,"[20.0, 25.0)",male,37786
1263,"[0.75, 1.05)",left,2011,"[20.0, 25.0)",female,69505
1264,"[0.75, 1.05)",left,2011,"[25.0, 30.0)",male,181102
1265,"[0.75, 1.05)",left,2011,"[25.0, 30.0)",female,171012
1266,"[0.75, 1.05)",left,2011,"[30.0, 35.0)",male,272255
1267,"[0.75, 1.05)",left,2011,"[30.0, 35.0)",female,142268
1268,"[0.75, 1.05)",left,2011,"[35.0, 40.0)",male,257450
1269,"[0.75, 1.05)",left,2011,"[35.0, 40.0)",female,117215
1270,"[0.75, 1.05)",left,2011,"[40.0, 45.0)",male,253899
1271,"[0.75, 1.05)",left,2011,"[40.0, 45.0)",female,234834
1272,"[0.75, 1.05)",left,2011,"[45.0, 50.0)",male,306270
1273,"[0.75, 1.05)",left,2011,"[45.0, 50.0)",female,270790
1274,"[0.75, 1.05)",left,2011,"[50.0, 55.0)",male,370396
1275,"[0.75, 1.05)",left,2011,"[50.0, 55.0)",female,395944
1276,"[0.75, 1.05)",left,2011,"[55.0, 60.0)",male,256047
1277,"[0.75, 1.05)",left,2011,"[55.0, 60.0)",female,240474
1278,"[0.75, 1.05)",left,2011,"[60.0, 65.0)",male,215792
1279,"[0.75, 1.05)",left,2011,"[60.0, 65.0)",female,201865
1280,"[0.75, 1.05)",left,2011,"[65.0, 70.0)",male,72270
1281,"[0.75, 1.05)",left,2011,"[65.0, 70.0)",female,47685
1282,"[0.75, 1.05)",left,2011,"[70.0, 75.0)",male,93465
1283,"[0.75, 1.05)",left,2011,"[70.0, 75.0)",female,75210
1284,"[0.75, 1.05)",left,2011,"[75.0, 80.0)",male,25762
1285,"[0.75, 1.05)",left,2011,"[75.0, 80.0)",female,22175
1286,"[0.75, 1.05)",left,2011,"[80.0, 85.0)",male,9199
1287,"[0.75, 1.05)",left,2011,"[80.0, 85.0)",female,8731
1288,"[0.75, 1.05)",left,2011,"[85.0, inf)",male,1465
1289,"[0.75, 1.05)",left,2011,"[85.0, inf)",female,1217
1290,"[0.75, 1.05)",left,2017,"[0.0, 20.0)",male,5932
1291,"[0.75, 1.05)",left,2017,"[0.0, 20.0)",female,4186
1292,"[0.75, 1.05)",left,2017,"[20.0, 25.0)",male,48585
1293,"[0.75, 1.05)",left,2017,"[20.0, 25.0)",female,79736
1294,"[0.75, 1.05)",left,2017,"[25.0, 30.0)",male,174415
1295,"[0.75, 1.05)",left,2017,"[25.0, 30.0)",female,181890
1296,"[0.75, 1.05)",left,2017,"[30.0, 35.0)",male,248797
1297,"[0.75, 1.05)",left,2017,"[30.0, 35.0)",female,175505
1298,"[0.75, 1.05)",left,2017,"[35.0, 40.0)",male,290878
1299,"[0.75, 1.05)",left,2017,"[35.0, 40.0)",female,160730
1300,"[0.75, 1.05)",left,2017,"[40.0, 45.0)",male,381780
1301,"[0.75, 1.05)",left,2017,"[40.0, 45.0)",female,369966
1302,"[0.75, 1.05)",left,2017,"[45.0, 50.0)",male,393962
1303,"[0.75, 1.05)",left,2017,"[45.0, 50.0)",female,368265
1304,"[0.75, 1.05)",left,2017,"[50.0, 55.0)",male,432851
1305,"[0.75, 1.05)",left,2017,"[50.0, 55.0)",female,454714
1306,"[0.75, 1.05)",left,2017,"[55.0, 60.0)",male,396653
1307,"[0.75, 1.05)",left,2017,"[55.0, 60.0)",female,394345
1308,"[0.75, 1.05)",left,2017,"[60.0, 65.0)",male,362525
1309,"[0.75, 1.05)",left,2017,"[60.0, 65.0)",female,362708
1310,"[0.75, 1.05)",left,2017,"[65.0, 70.0)",male,182030
1311,"[0.75, 1.05)",left,2017,"[65.0, 70.0)",female,150183
1312,"[0.75, 1.05)",left,2017,"[70.0, 75.0)",male,144551
1313,"[0.75, 1.05)",left,2017,"[70.0, 75.0)",female,125798
1314,"[0.75, 1.05)",left,2017,"[75.0, 80.0)",male,56210
1315,"[0.75, 1.05)",left,2017,"[75.0, 80.0)",female,48734
1316,"[0.75, 1.05)",left,2017,"[80.0, 85.0)",male,26225
1317,"[0.75, 1.05)",left,2017,"[80.0, 85.0)",female,24751
1318,"[0.75, 1.05)",left,2017,"[85.0, inf)",male,3816
1319,"[0.75, 1.05)",left,2017,"[85.0, inf)",female,4238
1320,"[0.75, 1.05)",left,2016,"[0.0, 20.0)",male,6116
1321,"[0.75, 1.05)",left,2016,"[0.0, 20.0)",female,4745
1322,"[0.75, 1.05)",left,2016,"[20.0, 25.0)",male,47985
1323,"[0.75, 1.05)",left,2016,"[20.0, 25.0)",female,81424
1324,"[0.75, 1.05)",left,2016,"[25.0, 30.0)",male,168688
1325,"[0.75, 1.05)",left,2016,"[25.0, 30.0)",female,184390
1326,"[0.75, 1.05)",left,2016,"[30.0, 35.0)",male,259961
1327,"[0.75, 1.05)",left,2016,"[30.0, 35.0)",female,173302
1328,"[0.75, 1.05)",left,2016,"[35.0, 40.0)",male,284769
1329,"[0.75, 1.05)",left,2016,"[35.0, 40.0)",female,149507
1330,"[0.75, 1.05)",left,2016,"[40.0, 45.0)",male,384738
1331,"[0.75, 1.05)",left,2016,"[40.0, 45.0)",female,365916
1332,"[0.75, 1.05)",left,2016,"[45.0, 50.0)",male,386325
1333,"[0.75, 1.05)",left,2016,"[45.0, 50.0)",female,363754
1334,"[0.75, 1.05)",left,2016,"[50.0, 55.0)",male,436585
1335,"[0.75, 1.05)",left,2016,"[50.0, 55.0)",female,444353
1336,"[0.75, 1.05)",left,2016,"[55.0, 60.0)",male,383803
1337,"[0.75, 1.05)",left,2016,"[55.0, 60.0)",female,377318
1338,"[0.75, 1.05)",left,2016,"[60.0, 65.0)",male,338348
1339,"[0.75, 1.05)",left,2016,"[60.0, 65.0)",female,334455
1340,"[0.75, 1.05)",left,2016,"[65.0, 70.0)",male,175088
1341,"[0.75, 1.05)",left,2016,"[65.0, 70.0)",female,145601
1342,"[0.75, 1.05)",left,2016,"[70.0, 75.0)",male,137582
1343,"[0.75, 1.05)",left,2016,"[70.0, 75.0)",female,119284
1344,"[0.75, 1.05)",left,2016,"[75.0, 80.0)",male,47728
1345,"[0.75, 1.05)",left,2016,"[75.0, 80.0)",female,41904
1346,"[0.75, 1.05)",left,2016,"[80.0, 85.0)",male,22674
1347,"[0.75, 1.05)",left,2016,"[80.0, 85.0)",female,21591
1348,"[0.75, 1.05)",left,2016,"[85.0, inf)",male,3144
1349,"[0.75, 1.05)",left,2016,"[85.0, inf)",female,3560
1350,"[0.75, 1.05)",left,2015,"[0.0, 20.0)",male,5792
1351,"[0.75, 1.05)",left,2015,"[0.0, 20.0)",female,4688
1352,"[0.75, 1.05)",left,2015,"[20.0, 25.0)",male,46550
1353,"[0.75, 1.05)",left,2015,"[20.0, 25.0)",female,73781
1354,"[0.75, 1.05)",left,2015,"[25.0, 30.0)",male,163889
1355,"[0.75, 1.05)",left,2015,"[25.0, 30.0)",female,159148
1356,"[0.75, 1.05)",left,2015,"[30.0, 35.0)",male,271081
1357,"[0.75, 1.05)",left,2015,"[30.0, 35.0)",female,183396
1358,"[0.75, 1.05)",left,2015,"[35.0, 40.0)",male,265345
1359,"[0.75, 1.05)",left,2015,"[35.0, 40.0)",female,153414
1360,"[0.75, 1.05)",left,2015,"[40.0, 45.0)",male,382314
1361,"[0.75, 1.05)",left,2015,"[40.0, 45.0)",female,366310
1362,"[0.75, 1.05)",left,2015,"[45.0, 50.0)",male,371772
1363,"[0.75, 1.05)",left,2015,"[45.0, 50.0)",female,342340
1364,"[0.75, 1.05)",left,2015,"[50.0, 55.0)",male,434511
1365,"[0.75, 1.05)",left,2015,"[50.0, 55.0)",female,438596
1366,"[0.75, 1.05)",left,2015,"[55.0, 60.0)",male,367636
1367,"[0.75, 1.05)",left,2015,"[55.0, 60.0)",female,344005
1368,"[0.75, 1.05)",left,2015,"[60.0, 65.0)",male,298570
1369,"[0.75, 1.05)",left,2015,"[60.0, 65.0)",female,288535
1370,"[0.75, 1.05)",left,2015,"[65.0, 70.0)",male,171262
1371,"[0.75, 1.05)",left,2015,"[65.0, 70.0)",female,139508
1372,"[0.75, 1.05)",left,2015,"[70.0, 75.0)",male,121425
1373,"[0.75, 1.05)",left,2015,"[70.0, 75.0)",female,102257
1374,"[0.75, 1.05)",left,2015,"[75.0, 80.0)",male,45019
1375,"[0.75, 1.05)",left,2015,"[75.0, 80.0)",female,38236
1376,"[0.75, 1.05)",left,2015,"[80.0, 85.0)",male,19151
1377,"[0.75, 1.05)",left,2015,"[80.0, 85.0)",female,18030
1378,"[0.75, 1.05)",left,2015,"[85.0, inf)",male,2949
1379,"[0.75, 1.05)",left,2015,"[85.0, inf)",female,3081
1380,"[0.75, 1.05)",left,2014,"[0.0, 20.0)",male,5798
1381,"[0.75, 1.05)",left,2014,"[0.0, 20.0)",female,5148
1382,"[0.75, 1.05)",left,2014,"[20.0, 25.0)",male,44535
1383,"[0.75, 1.05)",left,2014,"[20.0, 25.0)",female,70709
1384,"[0.75, 1.05)",left,2014,"[25.0, 30.0)",male,161398
1385,"[0.75, 1.05)",left,2014,"[25.0, 30.0)",female,154030
1386,"[0.75, 1.05)",left,2014,"[30.0, 35.0)",male,274307
1387,"[0.75, 1.05)",left,2014,"[30.0, 35.0)",female,163025
1388,"[0.75, 1.05)",left,2014,"[35.0, 40.0)",male,255661
1389,"[0.75, 1.05)",left,2014,"[35.0, 40.0)",female,142008
1390,"[0.75, 1.05)",left,2014,"[40.0, 45.0)",male,274603
1391,"[0.75, 1.05)",left,2014,"[40.0, 45.0)",female,246701
1392,"[0.75, 1.05)",left,2014,"[45.0, 50.0)",male,342872
1393,"[0.75, 1.05)",left,2014,"[45.0, 50.0)",female,312438
1394,"[0.75, 1.05)",left,2014,"[50.0, 55.0)",male,411849
1395,"[0.75, 1.05)",left,2014,"[50.0, 55.0)",female,422885
1396,"[0.75, 1.05)",left,2014,"[55.0, 60.0)",male,333773
1397,"[0.75, 1.05)",left,2014,"[55.0, 60.0)",female,300728
1398,"[0.75, 1.05)",left,2014,"[60.0, 65.0)",male,263179
1399,"[0.75, 1.05)",left,2014,"[60.0, 65.0)",female,257705
1400,"[0.75, 1.05)",left,2014,"[65.0, 70.0)",male,84246
1401,"[0.75, 1.05)",left,2014,"[65.0, 70.0)",female,58939
1402,"[0.75, 1.05)",left,2014,"[70.0, 75.0)",male,115214
1403,"[0.75, 1.05)",left,2014,"[70.0, 75.0)",female,99709
1404,"[0.75, 1.05)",left,2014,"[75.0, 80.0)",male,37203
1405,"[0.75, 1.05)",left,2014,"[75.0, 80.0)",female,32611
1406,"[0.75, 1.05)",left,2014,"[80.0, 85.0)",male,15335
1407,"[0.75, 1.05)",left,2014,"[80.0, 85.0)",female,15353
1408,"[0.75, 1.05)",left,2014,"[85.0, inf)",male,2240
1409,"[0.75, 1.05)",left,2014,"[85.0, inf)",female,2432
1410,"[0.75, 1.05)",left,2013,"[0.0, 20.0)",male,5729
1411,"[0.75, 1.05)",left,2013,"[0.0, 20.0)",female,5935
1412,"[0.75, 1.05)",left,2013,"[20.0, 25.0)",male,42786
1413,"[0.75, 1.05)",left,2013,"[20.0, 25.0)",female,69285
1414,"[0.75, 1.05)",left,2013,"[25.0, 30.0)",male,161425
1415,"[0.75, 1.05)",left,2013,"[25.0, 30.0)",female,154495
1416,"[0.75, 1.05)",left,2013,"[30.0, 35.0)",male,278709
1417,"[0.75, 1.05)",left,2013,"[30.0, 35.0)",female,150726
1418,"[0.75, 1.05)",left,2013,"[35.0, 40.0)",male,241393
1419,"[0.75, 1.05)",left,2013,"[35.0, 40.0)",female,114927
1420,"[0.75, 1.05)",left,2013,"[40.0, 45.0)",male,269738
1421,"[0.75, 1.05)",left,2013,"[40.0, 45.0)",female,241100
1422,"[0.75, 1.05)",left,2013,"[45.0, 50.0)",male,310735
1423,"[0.75, 1.05)",left,2013,"[45.0, 50.0)",female,282525
1424,"[0.75, 1.05)",left,2013,"[50.0, 55.0)",male,371687
1425,"[0.75, 1.05)",left,2013,"[50.0, 55.0)",female,388157
1426,"[0.75, 1.05)",left,2013,"[55.0, 60.0)",male,290088
1427,"[0.75, 1.05)",left,2013,"[55.0, 60.0)",female,276701
1428,"[0.75, 1.05)",left,2013,"[60.0, 65.0)",male,224444
1429,"[0.75, 1.05)",left,2013,"[60.0, 65.0)",female,218081
1430,"[0.75, 1.05)",left,2013,"[65.0, 70.0)",male,72327
1431,"[0.75, 1.05)",left,2013,"[65.0, 70.0)",female,49677
1432,"[0.75, 1.05)",left,2013,"[70.0, 75.0)",male,105204
1433,"[0.75, 1.05)",left,2013,"[70.0, 75.0)",female,88698
1434,"[0.75, 1.05)",left,2013,"[75.0, 80.0)",male,33136
1435,"[0.75, 1.05)",left,2013,"[75.0, 80.0)",female,28650
1436,"[0.75, 1.05)",left,2013,"[80.0, 85.0)",male,12450
1437,"[0.75, 1.05)",left,2013,"[80.0, 85.0)",female,12178
1438,"[0.75, 1.05)",left,2013,"[85.0, inf)",male,1898
1439,"[0.75, 1.05)",left,2013,"[85.0, inf)",female,1971
1440,"[0.75, 1.05)",left,2012,"[0.0, 20.0)",male,4272
1441,"[0.75, 1.05)",left,2012,"[0.0, 20.0)",female,5540
1442,"[0.75, 1.05)",left,2012,"[20.0, 25.0)",male,40299
1443,"[0.75, 1.05)",left,2012,"[20.0, 25.0)",female,64872
1444,"[0.75, 1.05)",left,2012,"[25.0, 30.0)",male,158327
1445,"[0.75, 1.05)",left,2012,"[25.0, 30.0)",female,151088
1446,"[0.75, 1.05)",left,2012,"[30.0, 35.0)",male,263038
1447,"[0.75, 1.05)",left,2012,"[30.0, 35.0)",female,155387
1448,"[0.75, 1.05)",left,2012,"[35.0, 40.0)",male,246315
1449,"[0.75, 1.05)",left,2012,"[35.0, 40.0)",female,131452
1450,"[0.75, 1.05)",left,2012,"[40.0, 45.0)",male,263283
1451,"[0.75, 1.05)",left,2012,"[40.0, 45.0)",female,238281
1452,"[0.75, 1.05)",left,2012,"[45.0, 50.0)",male,313952
1453,"[0.75, 1.05)",left,2012,"[45.0, 50.0)",female,276736
1454,"[0.75, 1.05)",left,2012,"[50.0, 55.0)",male,403094
1455,"[0.75, 1.05)",left,2012,"[50.0, 55.0)",female,406730
1456,"[0.75, 1.05)",left,2012,"[55.0, 60.0)",male,287798
1457,"[0.75, 1.05)",left,2012,"[55.0, 60.0)",female,251140
1458,"[0.75, 1.05)",left,2012,"[60.0, 65.0)",male,234741
1459,"[0.75, 1.05)",left,2012,"[60.0, 65.0)",female,224695
1460,"[0.75, 1.05)",left,2012,"[65.0, 70.0)",male,70378
1461,"[0.75, 1.05)",left,2012,"[65.0, 70.0)",female,49689
1462,"[0.75, 1.05)",left,2012,"[70.0, 75.0)",male,103676
1463,"[0.75, 1.05)",left,2012,"[70.0, 75.0)",female,87082
1464,"[0.75, 1.05)",left,2012,"[75.0, 80.0)",male,29315
1465,"[0.75, 1.05)",left,2012,"[75.0, 80.0)",female,25411
1466,"[0.75, 1.05)",left,2012,"[80.0, 85.0)",male,10846
1467,"[0.75, 1.05)",left,2012,"[80.0, 85.0)",female,10987
1468,"[0.75, 1.05)",left,2012,"[85.0, inf)",male,1586
1469,"[0.75, 1.05)",left,2012,"[85.0, inf)",female,1494
1470,"[0.75, 1.05)",right,2011,"[0.0, 20.0)",male,3055
1471,"[0.75, 1.05)",right,2011,"[0.0, 20.0)",female,5179
1472,"[0.75, 1.05)",right,2011,"[20.0, 25.0)",male,38158
1473,"[0.75, 1.05)",right,2011,"[20.0, 25.0)",female,69828
1474,"[0.75, 1.05)",right,2011,"[25.0, 30.0)",male,181209
1475,"[0.75, 1.05)",right,2011,"[25.0, 30.0)",female,172666
1476,"[0.75, 1.05)",right,2011,"[30.0, 35.0)",male,272684
1477,"[0.75, 1.05)",right,2011,"[30.0, 35.0)",female,143227
1478,"[0.75, 1.05)",right,2011,"[35.0, 40.0)",male,256888
1479,"[0.75, 1.05)",right,2011,"[35.0, 40.0)",female,118004
1480,"[0.75, 1.05)",right,2011,"[40.0, 45.0)",male,252688
1481,"[0.75, 1.05)",right,2011,"[40.0, 45.0)",female,235867
1482,"[0.75, 1.05)",right,2011,"[45.0, 50.0)",male,306192
1483,"[0.75, 1.05)",right,2011,"[45.0, 50.0)",female,271546
1484,"[0.75, 1.05)",right,2011,"[50.0, 55.0)",male,370688
1485,"[0.75, 1.05)",right,2011,"[50.0, 55.0)",female,396548
1486,"[0.75, 1.05)",right,2011,"[55.0, 60.0)",male,256729
1487,"[0.75, 1.05)",right,2011,"[55.0, 60.0)",female,239674
1488,"[0.75, 1.05)",right,2011,"[60.0, 65.0)",male,215938
1489,"[0.75, 1.05)",right,2011,"[60.0, 65.0)",female,199817
1490,"[0.75, 1.05)",right,2011,"[65.0, 70.0)",male,71960
1491,"[0.75, 1.05)",right,2011,"[65.0, 70.0)",female,47147
1492,"[0.75, 1.05)",right,2011,"[70.0, 75.0)",male,93567
1493,"[0.75, 1.05)",right,2011,"[70.0, 75.0)",female,75788
1494,"[0.75, 1.05)",right,2011,"[75.0, 80.0)",male,26050
1495,"[0.75, 1.05)",right,2011,"[75.0, 80.0)",female,22410
1496,"[0.75, 1.05)",right,2011,"[80.0, 85.0)",male,9375
1497,"[0.75, 1.05)",right,2011,"[80.0, 85.0)",female,9200
1498,"[0.75, 1.05)",right,2011,"[85.0, inf)",male,1475
1499,"[0.75, 1.05)",right,2011,"[85.0, inf)",female,1289
1500,"[0.75, 1.05)",right,2017,"[0.0, 20.0)",male,5850
1501,"[0.75, 1.05)",right,2017,"[0.0, 20.0)",female,4095
1502,"[0.75, 1.05)",right,2017,"[20.0, 25.0)",male,48623
1503,"[0.75, 1.05)",right,2017,"[20.0, 25.0)",female,79693
1504,"[0.75, 1.05)",right,2017,"[25.0, 30.0)",male,175926
1505,"[0.75, 1.05)",right,2017,"[25.0, 30.0)",female,182952
1506,"[0.75, 1.05)",right,2017,"[30.0, 35.0)",male,252160
1507,"[0.75, 1.05)",right,2017,"[30.0, 35.0)",female,177619
1508,"[0.75, 1.05)",right,2017,"[35.0, 40.0)",male,293659
1509,"[0.75, 1.05)",right,2017,"[35.0, 40.0)",female,163406
1510,"[0.75, 1.05)",right,2017,"[40.0, 45.0)",male,380359
1511,"[0.75, 1.05)",right,2017,"[40.0, 45.0)",female,373246
1512,"[0.75, 1.05)",right,2017,"[45.0, 50.0)",male,394290
1513,"[0.75, 1.05)",right,2017,"[45.0, 50.0)",female,372231
1514,"[0.75, 1.05)",right,2017,"[50.0, 55.0)",male,436247
1515,"[0.75, 1.05)",right,2017,"[50.0, 55.0)",female,459588
1516,"[0.75, 1.05)",right,2017,"[55.0, 60.0)",male,400464
1517,"[0.75, 1.05)",right,2017,"[55.0, 60.0)",female,397647
1518,"[0.75, 1.05)",right,2017,"[60.0, 65.0)",male,364909
1519,"[0.75, 1.05)",right,2017,"[60.0, 65.0)",female,362987
1520,"[0.75, 1.05)",right,2017,"[65.0, 70.0)",male,182955
1521,"[0.75, 1.05)",right,2017,"[65.0, 70.0)",female,150162
1522,"[0.75, 1.05)",right,2017,"[70.0, 75.0)",male,145098
1523,"[0.75, 1.05)",right,2017,"[70.0, 75.0)",female,126808
1524,"[0.75, 1.05)",right,2017,"[75.0, 80.0)",male,57070
1525,"[0.75, 1.05)",right,2017,"[75.0, 80.0)",female,49986
1526,"[0.75, 1.05)",right,2017,"[80.0, 85.0)",male,26971
1527,"[0.75, 1.05)",right,2017,"[80.0, 85.0)",female,26071
1528,"[0.75, 1.05)",right,2017,"[85.0, inf)",male,4067
1529,"[0.75, 1.05)",right,2017,"[85.0, inf)",female,4441
1530,"[0.75, 1.05)",right,2016,"[0.0, 20.0)",male,5978
1531,"[0.75, 1.05)",right,2016,"[0.0, 20.0)",female,4684
1532,"[0.75, 1.05)",right,2016,"[20.0, 25.0)",male,47713
1533,"[0.75, 1.05)",right,2016,"[20.0, 25.0)",female,81188
1534,"[0.75, 1.05)",right,2016,"[25.0, 30.0)",male,169727
1535,"[0.75, 1.05)",right,2016,"[25.0, 30.0)",female,185880
1536,"[0.75, 1.05)",right,2016,"[30.0, 35.0)",male,261942
1537,"[0.75, 1.05)",right,2016,"[30.0, 35.0)",female,175538
1538,"[0.75, 1.05)",right,2016,"[35.0, 40.0)",male,286347
1539,"[0.75, 1.05)",right,2016,"[35.0, 40.0)",female,151912
1540,"[0.75, 1.05)",right,2016,"[40.0, 45.0)",male,384023
1541,"[0.75, 1.05)",right,2016,"[40.0, 45.0)",female,369908
