,visual acuity,side,year,age,gender,n
388,"[0.0, 0.15)",right,2013,"[85.0, inf)",male,1274
389,"[0.0, 0.15)",right,2013,"[85.0, inf)",female,3917
390,"[0.0, 0.15)",right,2012,"[0.0, 20.0)",male,87
391,"[0.0, 0.15)",right,2012,"[0.0, 20.0)",female,169
392,"[0.0, 0.15)",right,2012,"[20.0, 25.0)",male,760
393,"[0.0, 0.15)",right,2012,"[20.0, 25.0)",female,2128
394,"[0.0, 0.15)",right,2012,"[25.0, 30.0)",male,2369
395,"[0.0, 0.15)",right,2012,"[25.0, 30.0)",female,4116
396,"[0.0, 0.15)",right,2012,"[30.0, 35.0)",male,3544
397,"[0.0, 0.15)",right,2012,"[30.0, 35.0)",female,3356
398,"[0.0, 0.15)",right,2012,"[35.0, 40.0)",male,3061
399,"[0.0, 0.15)",right,2012,"[35.0, 40.0)",female,2093
400,"[0.0, 0.15)",right,2012,"[40.0, 45.0)",male,3310
401,"[0.0, 0.15)",right,2012,"[40.0, 45.0)",female,3880
402,"[0.0, 0.15)",right,2012,"[45.0, 50.0)",male,4186
403,"[0.0, 0.15)",right,2012,"[45.0, 50.0)",female,5247
404,"[0.0, 0.15)",right,2012,"[50.0, 55.0)",male,5773
405,"[0.0, 0.15)",right,2012,"[50.0, 55.0)",female,9138
406,"[0.0, 0.15)",right,2012,"[55.0, 60.0)",male,4440
407,"[0.0, 0.15)",right,2012,"[55.0, 60.0)",female,7108
408,"[0.0, 0.15)",right,2012,"[60.0, 65.0)",male,5632
409,"[0.0, 0.15)",right,2012,"[60.0, 65.0)",female,10196
410,"[0.0, 0.15)",right,2012,"[65.0, 70.0)",male,2819
411,"[0.0, 0.15)",right,2012,"[65.0, 70.0)",female,4520
412,"[0.0, 0.15)",right,2012,"[70.0, 75.0)",male,8160
413,"[0.0, 0.15)",right,2012,"[70.0, 75.0)",female,13984
414,"[0.0, 0.15)",right,2012,"[75.0, 80.0)",male,4355
415,"[0.0, 0.15)",right,2012,"[75.0, 80.0)",female,8013
416,"[0.0, 0.15)",right,2012,"[80.0, 85.0)",male,3084
417,"[0.0, 0.15)",right,2012,"[80.0, 85.0)",female,6617
418,"[0.0, 0.15)",right,2012,"[85.0, inf)",male,1194
419,"[0.0, 0.15)",right,2012,"[85.0, inf)",female,3357
420,"[0.15, 0.45)",left,2011,"[0.0, 20.0)",male,621
421,"[0.15, 0.45)",left,2011,"[0.0, 20.0)",female,938
422,"[0.15, 0.45)",left,2011,"[20.0, 25.0)",male,5183
423,"[0.15, 0.45)",left,2011,"[20.0, 25.0)",female,12024
424,"[0.15, 0.45)",left,2011,"[25.0, 30.0)",male,18909
425,"[0.15, 0.45)",left,2011,"[25.0, 30.0)",female,26457
426,"[0.15, 0.45)",left,2011,"[30.0, 35.0)",male,22539
427,"[0.15, 0.45)",left,2011,"[30.0, 35.0)",female,18765
428,"[0.15, 0.45)",left,2011,"[35.0, 40.0)",male,15571
429,"[0.15, 0.45)",left,2011,"[35.0, 40.0)",female,12085
430,"[0.15, 0.45)",left,2011,"[40.0, 45.0)",male,16303
431,"[0.15, 0.45)",left,2011,"[40.0, 45.0)",female,25134
432,"[0.15, 0.45)",left,2011,"[45.0, 50.0)",male,24452
433,"[0.15, 0.45)",left,2011,"[45.0, 50.0)",female,34232
434,"[0.15, 0.45)",left,2011,"[50.0, 55.0)",male,32728
435,"[0.15, 0.45)",left,2011,"[50.0, 55.0)",female,58204
436,"[0.15, 0.45)",left,2011,"[55.0, 60.0)",male,27263
437,"[0.15, 0.45)",left,2011,"[55.0, 60.0)",female,45669
438,"[0.15, 0.45)",left,2011,"[60.0, 65.0)",male,37394
439,"[0.15, 0.45)",left,2011,"[60.0, 65.0)",female,67269
440,"[0.15, 0.45)",left,2011,"[65.0, 70.0)",male,21248
441,"[0.15, 0.45)",left,2011,"[65.0, 70.0)",female,32658
442,"[0.15, 0.45)",left,2011,"[70.0, 75.0)",male,48134
443,"[0.15, 0.45)",left,2011,"[70.0, 75.0)",female,85280
444,"[0.15, 0.45)",left,2011,"[75.0, 80.0)",male,23605
445,"[0.15, 0.45)",left,2011,"[75.0, 80.0)",female,43410
446,"[0.15, 0.45)",left,2011,"[80.0, 85.0)",male,13740
447,"[0.15, 0.45)",left,2011,"[80.0, 85.0)",female,27084
448,"[0.15, 0.45)",left,2011,"[85.0, inf)",male,4478
449,"[0.15, 0.45)",left,2011,"[85.0, inf)",female,8343
450,"[0.15, 0.45)",left,2017,"[0.0, 20.0)",male,946
451,"[0.15, 0.45)",left,2017,"[0.0, 20.0)",female,787
452,"[0.15, 0.45)",left,2017,"[20.0, 25.0)",male,6639
453,"[0.15, 0.45)",left,2017,"[20.0, 25.0)",female,11765
454,"[0.15, 0.45)",left,2017,"[25.0, 30.0)",male,18142
455,"[0.15, 0.45)",left,2017,"[25.0, 30.0)",female,24267
456,"[0.15, 0.45)",left,2017,"[30.0, 35.0)",male,20324
457,"[0.15, 0.45)",left,2017,"[30.0, 35.0)",female,21044
458,"[0.15, 0.45)",left,2017,"[35.0, 40.0)",male,18540
459,"[0.15, 0.45)",left,2017,"[35.0, 40.0)",female,15141
460,"[0.15, 0.45)",left,2017,"[40.0, 45.0)",male,22561
461,"[0.15, 0.45)",left,2017,"[40.0, 45.0)",female,37006
462,"[0.15, 0.45)",left,2017,"[45.0, 50.0)",male,26970
463,"[0.15, 0.45)",left,2017,"[45.0, 50.0)",female,44253
464,"[0.15, 0.45)",left,2017,"[50.0, 55.0)",male,31621
465,"[0.15, 0.45)",left,2017,"[50.0, 55.0)",female,56246
466,"[0.15, 0.45)",left,2017,"[55.0, 60.0)",male,31710
467,"[0.15, 0.45)",left,2017,"[55.0, 60.0)",female,53281
468,"[0.15, 0.45)",left,2017,"[60.0, 65.0)",male,41991
469,"[0.15, 0.45)",left,2017,"[60.0, 65.0)",female,74650
470,"[0.15, 0.45)",left,2017,"[65.0, 70.0)",male,34053
471,"[0.15, 0.45)",left,2017,"[65.0, 70.0)",female,54284
472,"[0.15, 0.45)",left,2017,"[70.0, 75.0)",male,44987
473,"[0.15, 0.45)",left,2017,"[70.0, 75.0)",female,77253
474,"[0.15, 0.45)",left,2017,"[75.0, 80.0)",male,33080
475,"[0.15, 0.45)",left,2017,"[75.0, 80.0)",female,56359
476,"[0.15, 0.45)",left,2017,"[80.0, 85.0)",male,25221
477,"[0.15, 0.45)",left,2017,"[80.0, 85.0)",female,45089
478,"[0.15, 0.45)",left,2017,"[85.0, inf)",male,7010
479,"[0.15, 0.45)",left,2017,"[85.0, inf)",female,16384
480,"[0.15, 0.45)",left,2016,"[0.0, 20.0)",male,1075
481,"[0.15, 0.45)",left,2016,"[0.0, 20.0)",female,925
482,"[0.15, 0.45)",left,2016,"[20.0, 25.0)",male,6728
483,"[0.15, 0.45)",left,2016,"[20.0, 25.0)",female,12756
484,"[0.15, 0.45)",left,2016,"[25.0, 30.0)",male,17918
485,"[0.15, 0.45)",left,2016,"[25.0, 30.0)",female,25582
486,"[0.15, 0.45)",left,2016,"[30.0, 35.0)",male,20989
487,"[0.15, 0.45)",left,2016,"[30.0, 35.0)",female,21380
488,"[0.15, 0.45)",left,2016,"[35.0, 40.0)",male,17512
489,"[0.15, 0.45)",left,2016,"[35.0, 40.0)",female,13944
490,"[0.15, 0.45)",left,2016,"[40.0, 45.0)",male,22468
491,"[0.15, 0.45)",left,2016,"[40.0, 45.0)",female,37145
492,"[0.15, 0.45)",left,2016,"[45.0, 50.0)",male,26579
493,"[0.15, 0.45)",left,2016,"[45.0, 50.0)",female,44521
494,"[0.15, 0.45)",left,2016,"[50.0, 55.0)",male,32229
495,"[0.15, 0.45)",left,2016,"[50.0, 55.0)",female,55122
496,"[0.15, 0.45)",left,2016,"[55.0, 60.0)",male,31612
497,"[0.15, 0.45)",left,2016,"[55.0, 60.0)",female,52964
498,"[0.15, 0.45)",left,2016,"[60.0, 65.0)",male,41809
499,"[0.15, 0.45)",left,2016,"[60.0, 65.0)",female,74808
500,"[0.15, 0.45)",left,2016,"[65.0, 70.0)",male,35023
501,"[0.15, 0.45)",left,2016,"[65.0, 70.0)",female,56455
502,"[0.15, 0.45)",left,2016,"[70.0, 75.0)",male,47654
503,"[0.15, 0.45)",left,2016,"[70.0, 75.0)",female,83136
504,"[0.15, 0.45)",left,2016,"[75.0, 80.0)",male,29907
505,"[0.15, 0.45)",left,2016,"[75.0, 80.0)",female,52569
506,"[0.15, 0.45)",left,2016,"[80.0, 85.0)",male,23120
507,"[0.15, 0.45)",left,2016,"[80.0, 85.0)",female,42355
508,"[0.15, 0.45)",left,2016,"[85.0, inf)",male,6151
509,"[0.15, 0.45)",left,2016,"[85.0, inf)",female,14469
510,"[0.15, 0.45)",left,2015,"[0.0, 20.0)",male,1156
511,"[0.15, 0.45)",left,2015,"[0.0, 20.0)",female,1032
512,"[0.15, 0.45)",left,2015,"[20.0, 25.0)",male,6556
513,"[0.15, 0.45)",left,2015,"[20.0, 25.0)",female,12157
514,"[0.15, 0.45)",left,2015,"[25.0, 30.0)",male,17504
515,"[0.15, 0.45)",left,2015,"[25.0, 30.0)",female,23371
516,"[0.15, 0.45)",left,2015,"[30.0, 35.0)",male,22560
517,"[0.15, 0.45)",left,2015,"[30.0, 35.0)",female,23324
518,"[0.15, 0.45)",left,2015,"[35.0, 40.0)",male,16662
519,"[0.15, 0.45)",left,2015,"[35.0, 40.0)",female,14939
520,"[0.15, 0.45)",left,2015,"[40.0, 45.0)",male,22870
521,"[0.15, 0.45)",left,2015,"[40.0, 45.0)",female,37962
522,"[0.15, 0.45)",left,2015,"[45.0, 50.0)",male,26492
523,"[0.15, 0.45)",left,2015,"[45.0, 50.0)",female,42692
524,"[0.15, 0.45)",left,2015,"[50.0, 55.0)",male,33664
525,"[0.15, 0.45)",left,2015,"[50.0, 55.0)",female,56681
526,"[0.15, 0.45)",left,2015,"[55.0, 60.0)",male,32103
527,"[0.15, 0.45)",left,2015,"[55.0, 60.0)",female,51852
528,"[0.15, 0.45)",left,2015,"[60.0, 65.0)",male,38970
529,"[0.15, 0.45)",left,2015,"[60.0, 65.0)",female,68842
530,"[0.15, 0.45)",left,2015,"[65.0, 70.0)",male,36390
531,"[0.15, 0.45)",left,2015,"[65.0, 70.0)",female,58561
532,"[0.15, 0.45)",left,2015,"[70.0, 75.0)",male,46996
533,"[0.15, 0.45)",left,2015,"[70.0, 75.0)",female,80580
534,"[0.15, 0.45)",left,2015,"[75.0, 80.0)",male,30858
535,"[0.15, 0.45)",left,2015,"[75.0, 80.0)",female,53957
536,"[0.15, 0.45)",left,2015,"[80.0, 85.0)",male,21756
537,"[0.15, 0.45)",left,2015,"[80.0, 85.0)",female,39375
538,"[0.15, 0.45)",left,2015,"[85.0, inf)",male,6085
539,"[0.15, 0.45)",left,2015,"[85.0, inf)",female,14100
540,"[0.15, 0.45)",left,2014,"[0.0, 20.0)",male,1161
541,"[0.15, 0.45)",left,2014,"[0.0, 20.0)",female,1166
542,"[0.15, 0.45)",left,2014,"[20.0, 25.0)",male,6130
543,"[0.15, 0.45)",left,2014,"[20.0, 25.0)",female,11958
544,"[0.15, 0.45)",left,2014,"[25.0, 30.0)",male,17244
545,"[0.15, 0.45)",left,2014,"[25.0, 30.0)",female,22952
546,"[0.15, 0.45)",left,2014,"[30.0, 35.0)",male,22845
547,"[0.15, 0.45)",left,2014,"[30.0, 35.0)",female,20575
548,"[0.15, 0.45)",left,2014,"[35.0, 40.0)",male,15673
549,"[0.15, 0.45)",left,2014,"[35.0, 40.0)",female,13609
550,"[0.15, 0.45)",left,2014,"[40.0, 45.0)",male,16375
551,"[0.15, 0.45)",left,2014,"[40.0, 45.0)",female,25861
552,"[0.15, 0.45)",left,2014,"[45.0, 50.0)",male,25592
553,"[0.15, 0.45)",left,2014,"[45.0, 50.0)",female,38901
554,"[0.15, 0.45)",left,2014,"[50.0, 55.0)",male,33746
555,"[0.15, 0.45)",left,2014,"[50.0, 55.0)",female,56619
556,"[0.15, 0.45)",left,2014,"[55.0, 60.0)",male,31179
557,"[0.15, 0.45)",left,2014,"[55.0, 60.0)",female,47825
558,"[0.15, 0.45)",left,2014,"[60.0, 65.0)",male,38048
559,"[0.15, 0.45)",left,2014,"[60.0, 65.0)",female,67119
560,"[0.15, 0.45)",left,2014,"[65.0, 70.0)",male,19469
561,"[0.15, 0.45)",left,2014,"[65.0, 70.0)",female,28336
562,"[0.15, 0.45)",left,2014,"[70.0, 75.0)",male,48556
563,"[0.15, 0.45)",left,2014,"[70.0, 75.0)",female,85492
564,"[0.15, 0.45)",left,2014,"[75.0, 80.0)",male,27744
565,"[0.15, 0.45)",left,2014,"[75.0, 80.0)",female,49951
566,"[0.15, 0.45)",left,2014,"[80.0, 85.0)",male,18121
567,"[0.15, 0.45)",left,2014,"[80.0, 85.0)",female,35638
568,"[0.15, 0.45)",left,2014,"[85.0, inf)",male,5335
569,"[0.15, 0.45)",left,2014,"[85.0, inf)",female,12173
570,"[0.15, 0.45)",left,2013,"[0.0, 20.0)",male,1126
571,"[0.15, 0.45)",left,2013,"[0.0, 20.0)",female,1247
572,"[0.15, 0.45)",left,2013,"[20.0, 25.0)",male,5899
573,"[0.15, 0.45)",left,2013,"[20.0, 25.0)",female,11916
574,"[0.15, 0.45)",left,2013,"[25.0, 30.0)",male,17678
575,"[0.15, 0.45)",left,2013,"[25.0, 30.0)",female,24066
576,"[0.15, 0.45)",left,2013,"[30.0, 35.0)",male,24158
577,"[0.15, 0.45)",left,2013,"[30.0, 35.0)",female,20195
578,"[0.15, 0.45)",left,2013,"[35.0, 40.0)",male,14993
579,"[0.15, 0.45)",left,2013,"[35.0, 40.0)",female,11860
580,"[0.15, 0.45)",left,2013,"[40.0, 45.0)",male,17282
581,"[0.15, 0.45)",left,2013,"[40.0, 45.0)",female,26421
582,"[0.15, 0.45)",left,2013,"[45.0, 50.0)",male,24607
583,"[0.15, 0.45)",left,2013,"[45.0, 50.0)",female,36608
584,"[0.15, 0.45)",left,2013,"[50.0, 55.0)",male,31805
585,"[0.15, 0.45)",left,2013,"[50.0, 55.0)",female,54981
586,"[0.15, 0.45)",left,2013,"[55.0, 60.0)",male,28932
587,"[0.15, 0.45)",left,2013,"[55.0, 60.0)",female,47839
588,"[0.15, 0.45)",left,2013,"[60.0, 65.0)",male,35272
589,"[0.15, 0.45)",left,2013,"[60.0, 65.0)",female,62466
590,"[0.15, 0.45)",left,2013,"[65.0, 70.0)",male,18148
591,"[0.15, 0.45)",left,2013,"[65.0, 70.0)",female,26785
592,"[0.15, 0.45)",left,2013,"[70.0, 75.0)",male,47360
593,"[0.15, 0.45)",left,2013,"[70.0, 75.0)",female,83965
594,"[0.15, 0.45)",left,2013,"[75.0, 80.0)",male,26305
595,"[0.15, 0.45)",left,2013,"[75.0, 80.0)",female,47092
596,"[0.15, 0.45)",left,2013,"[80.0, 85.0)",male,16110
597,"[0.15, 0.45)",left,2013,"[80.0, 85.0)",female,30762
598,"[0.15, 0.45)",left,2013,"[85.0, inf)",male,4843
599,"[0.15, 0.45)",left,2013,"[85.0, inf)",female,10540
600,"[0.15, 0.45)",left,2012,"[0.0, 20.0)",male,871
601,"[0.15, 0.45)",left,2012,"[0.0, 20.0)",female,1088
602,"[0.15, 0.45)",left,2012,"[20.0, 25.0)",male,5331
603,"[0.15, 0.45)",left,2012,"[20.0, 25.0)",female,11154
604,"[0.15, 0.45)",left,2012,"[25.0, 30.0)",male,16467
605,"[0.15, 0.45)",left,2012,"[25.0, 30.0)",female,23314
606,"[0.15, 0.45)",left,2012,"[30.0, 35.0)",male,22225
607,"[0.15, 0.45)",left,2012,"[30.0, 35.0)",female,20288
608,"[0.15, 0.45)",left,2012,"[35.0, 40.0)",male,15088
609,"[0.15, 0.45)",left,2012,"[35.0, 40.0)",female,13081
610,"[0.15, 0.45)",left,2012,"[40.0, 45.0)",male,16843
611,"[0.15, 0.45)",left,2012,"[40.0, 45.0)",female,26226
612,"[0.15, 0.45)",left,2012,"[45.0, 50.0)",male,24796
613,"[0.15, 0.45)",left,2012,"[45.0, 50.0)",female,35379
614,"[0.15, 0.45)",left,2012,"[50.0, 55.0)",male,35198
615,"[0.15, 0.45)",left,2012,"[50.0, 55.0)",female,58613
616,"[0.15, 0.45)",left,2012,"[55.0, 60.0)",male,29679
617,"[0.15, 0.45)",left,2012,"[55.0, 60.0)",female,45406
618,"[0.15, 0.45)",left,2012,"[60.0, 65.0)",male,37989
619,"[0.15, 0.45)",left,2012,"[60.0, 65.0)",female,68192
620,"[0.15, 0.45)",left,2012,"[65.0, 70.0)",male,19120
621,"[0.15, 0.45)",left,2012,"[65.0, 70.0)",female,29836
622,"[0.15, 0.45)",left,2012,"[70.0, 75.0)",male,49723
623,"[0.15, 0.45)",left,2012,"[70.0, 75.0)",female,89117
624,"[0.15, 0.45)",left,2012,"[75.0, 80.0)",male,25082
625,"[0.15, 0.45)",left,2012,"[75.0, 80.0)",female,44623
626,"[0.15, 0.45)",left,2012,"[80.0, 85.0)",male,15203
627,"[0.15, 0.45)",left,2012,"[80.0, 85.0)",female,29331
628,"[0.15, 0.45)",left,2012,"[85.0, inf)",male,4542
629,"[0.15, 0.45)",left,2012,"[85.0, inf)",female,8395
630,"[0.15, 0.45)",right,2011,"[0.0, 20.0)",male,644
631,"[0.15, 0.45)",right,2011,"[0.0, 20.0)",female,979
632,"[0.15, 0.45)",right,2011,"[20.0, 25.0)",male,5529
633,"[0.15, 0.45)",right,2011,"[20.0, 25.0)",female,12799
634,"[0.15, 0.45)",right,2011,"[25.0, 30.0)",male,20489
635,"[0.15, 0.45)",right,2011,"[25.0, 30.0)",female,27649
636,"[0.15, 0.45)",right,2011,"[30.0, 35.0)",male,23469
637,"[0.15, 0.45)",right,2011,"[30.0, 35.0)",female,19815
638,"[0.15, 0.45)",right,2011,"[35.0, 40.0)",male,16107
639,"[0.15, 0.45)",right,2011,"[35.0, 40.0)",female,12773
640,"[0.15, 0.45)",right,2011,"[40.0, 45.0)",male,16933
641,"[0.15, 0.45)",right,2011,"[40.0, 45.0)",female,26000
642,"[0.15, 0.45)",right,2011,"[45.0, 50.0)",male,25020
643,"[0.15, 0.45)",right,2011,"[45.0, 50.0)",female,34867
644,"[0.15, 0.45)",right,2011,"[50.0, 55.0)",male,32258
645,"[0.15, 0.45)",right,2011,"[50.0, 55.0)",female,59185
646,"[0.15, 0.45)",right,2011,"[55.0, 60.0)",male,26375
647,"[0.15, 0.45)",right,2011,"[55.0, 60.0)",female,46509
648,"[0.15, 0.45)",right,2011,"[60.0, 65.0)",male,36715
649,"[0.15, 0.45)",right,2011,"[60.0, 65.0)",female,67291
650,"[0.15, 0.45)",right,2011,"[65.0, 70.0)",male,20720
651,"[0.15, 0.45)",right,2011,"[65.0, 70.0)",female,32492
652,"[0.15, 0.45)",right,2011,"[70.0, 75.0)",male,46847
653,"[0.15, 0.45)",right,2011,"[70.0, 75.0)",female,84096
654,"[0.15, 0.45)",right,2011,"[75.0, 80.0)",male,22830
655,"[0.15, 0.45)",right,2011,"[75.0, 80.0)",female,41939
656,"[0.15, 0.45)",right,2011,"[80.0, 85.0)",male,13218
657,"[0.15, 0.45)",right,2011,"[80.0, 85.0)",female,26119
658,"[0.15, 0.45)",right,2011,"[85.0, inf)",male,4291
659,"[0.15, 0.45)",right,2011,"[85.0, inf)",female,8043
660,"[0.15, 0.45)",right,2017,"[0.0, 20.0)",male,1000
661,"[0.15, 0.45)",right,2017,"[0.0, 20.0)",female,847
662,"[0.15, 0.45)",right,2017,"[20.0, 25.0)",male,7287
663,"[0.15, 0.45)",right,2017,"[20.0, 25.0)",female,13025
664,"[0.15, 0.45)",right,2017,"[25.0, 30.0)",male,19914
665,"[0.15, 0.45)",right,2017,"[25.0, 30.0)",female,26493
666,"[0.15, 0.45)",right,2017,"[30.0, 35.0)",male,21828
667,"[0.15, 0.45)",right,2017,"[30.0, 35.0)",female,22414
668,"[0.15, 0.45)",right,2017,"[35.0, 40.0)",male,19401
669,"[0.15, 0.45)",right,2017,"[35.0, 40.0)",female,16072
670,"[0.15, 0.45)",right,2017,"[40.0, 45.0)",male,23227
671,"[0.15, 0.45)",right,2017,"[40.0, 45.0)",female,39386
672,"[0.15, 0.45)",right,2017,"[45.0, 50.0)",male,27737
673,"[0.15, 0.45)",right,2017,"[45.0, 50.0)",female,45954
674,"[0.15, 0.45)",right,2017,"[50.0, 55.0)",male,31390
675,"[0.15, 0.45)",right,2017,"[50.0, 55.0)",female,57311
676,"[0.15, 0.45)",right,2017,"[55.0, 60.0)",male,31431
677,"[0.15, 0.45)",right,2017,"[55.0, 60.0)",female,54709
678,"[0.15, 0.45)",right,2017,"[60.0, 65.0)",male,41135
679,"[0.15, 0.45)",right,2017,"[60.0, 65.0)",female,76597
680,"[0.15, 0.45)",right,2017,"[65.0, 70.0)",male,33344
681,"[0.15, 0.45)",right,2017,"[65.0, 70.0)",female,55045
682,"[0.15, 0.45)",right,2017,"[70.0, 75.0)",male,44793
683,"[0.15, 0.45)",right,2017,"[70.0, 75.0)",female,77235
684,"[0.15, 0.45)",right,2017,"[75.0, 80.0)",male,32315
685,"[0.15, 0.45)",right,2017,"[75.0, 80.0)",female,55482
686,"[0.15, 0.45)",right,2017,"[80.0, 85.0)",male,24784
687,"[0.15, 0.45)",right,2017,"[80.0, 85.0)",female,44013
688,"[0.15, 0.45)",right,2017,"[85.0, inf)",male,6787
689,"[0.15, 0.45)",right,2017,"[85.0, inf)",female,15817
690,"[0.15, 0.45)",right,2016,"[0.0, 20.0)",male,1174
691,"[0.15, 0.45)",right,2016,"[0.0, 20.0)",female,984
692,"[0.15, 0.45)",right,2016,"[20.0, 25.0)",male,7311
693,"[0.15, 0.45)",right,2016,"[20.0, 25.0)",female,13915
694,"[0.15, 0.45)",right,2016,"[25.0, 30.0)",male,19675
695,"[0.15, 0.45)",right,2016,"[25.0, 30.0)",female,27564
696,"[0.15, 0.45)",right,2016,"[30.0, 35.0)",male,22716
697,"[0.15, 0.45)",right,2016,"[30.0, 35.0)",female,22462
698,"[0.15, 0.45)",right,2016,"[35.0, 40.0)",male,18487
699,"[0.15, 0.45)",right,2016,"[35.0, 40.0)",female,14815
700,"[0.15, 0.45)",right,2016,"[40.0, 45.0)",male,23319
701,"[0.15, 0.45)",right,2016,"[40.0, 45.0)",female,39147
702,"[0.15, 0.45)",right,2016,"[45.0, 50.0)",male,27138
703,"[0.15, 0.45)",right,2016,"[45.0, 50.0)",female,45700
704,"[0.15, 0.45)",right,2016,"[50.0, 55.0)",male,32238
705,"[0.15, 0.45)",right,2016,"[50.0, 55.0)",female,56122
706,"[0.15, 0.45)",right,2016,"[55.0, 60.0)",male,31158
707,"[0.15, 0.45)",right,2016,"[55.0, 60.0)",female,54488
708,"[0.15, 0.45)",right,2016,"[60.0, 65.0)",male,40895
709,"[0.15, 0.45)",right,2016,"[60.0, 65.0)",female,75742
710,"[0.15, 0.45)",right,2016,"[65.0, 70.0)",male,34667
711,"[0.15, 0.45)",right,2016,"[65.0, 70.0)",female,57041
712,"[0.15, 0.45)",right,2016,"[70.0, 75.0)",male,46732
713,"[0.15, 0.45)",right,2016,"[70.0, 75.0)",female,82625
714,"[0.15, 0.45)",right,2016,"[75.0, 80.0)",male,29536
715,"[0.15, 0.45)",right,2016,"[75.0, 80.0)",female,51747
716,"[0.15, 0.45)",right,2016,"[80.0, 85.0)",male,22814
717,"[0.15, 0.45)",right,2016,"[80.0, 85.0)",female,40830
718,"[0.15, 0.45)",right,2016,"[85.0, inf)",male,6054
719,"[0.15, 0.45)",right,2016,"[85.0, inf)",female,14041
720,"[0.15, 0.45)",right,2015,"[0.0, 20.0)",male,1216
721,"[0.15, 0.45)",right,2015,"[0.0, 20.0)",female,1129
722,"[0.15, 0.45)",right,2015,"[20.0, 25.0)",male,7198
723,"[0.15, 0.45)",right,2015,"[20.0, 25.0)",female,13224
724,"[0.15, 0.45)",right,2015,"[25.0, 30.0)",male,19123
725,"[0.15, 0.45)",right,2015,"[25.0, 30.0)",female,25125
726,"[0.15, 0.45)",right,2015,"[30.0, 35.0)",male,24150
727,"[0.15, 0.45)",right,2015,"[30.0, 35.0)",female,24845
728,"[0.15, 0.45)",right,2015,"[35.0, 40.0)",male,17452
729,"[0.15, 0.45)",right,2015,"[35.0, 40.0)",female,15929
730,"[0.15, 0.45)",right,2015,"[40.0, 45.0)",male,23982
731,"[0.15, 0.45)",right,2015,"[40.0, 45.0)",female,40108
732,"[0.15, 0.45)",right,2015,"[45.0, 50.0)",male,27022
733,"[0.15, 0.45)",right,2015,"[45.0, 50.0)",female,43952
734,"[0.15, 0.45)",right,2015,"[50.0, 55.0)",male,33700
735,"[0.15, 0.45)",right,2015,"[50.0, 55.0)",female,57935
736,"[0.15, 0.45)",right,2015,"[55.0, 60.0)",male,31523
737,"[0.15, 0.45)",right,2015,"[55.0, 60.0)",female,52555
738,"[0.15, 0.45)",right,2015,"[60.0, 65.0)",male,38138
739,"[0.15, 0.45)",right,2015,"[60.0, 65.0)",female,70191
740,"[0.15, 0.45)",right,2015,"[65.0, 70.0)",male,35973
741,"[0.15, 0.45)",right,2015,"[65.0, 70.0)",female,59123
742,"[0.15, 0.45)",right,2015,"[70.0, 75.0)",male,45992
743,"[0.15, 0.45)",right,2015,"[70.0, 75.0)",female,80223
744,"[0.15, 0.45)",right,2015,"[75.0, 80.0)",male,30450
745,"[0.15, 0.45)",right,2015,"[75.0, 80.0)",female,53161
746,"[0.15, 0.45)",right,2015,"[80.0, 85.0)",male,21284
747,"[0.15, 0.45)",right,2015,"[80.0, 85.0)",female,38177
748,"[0.15, 0.45)",right,2015,"[85.0, inf)",male,5985
749,"[0.15, 0.45)",right,2015,"[85.0, inf)",female,13543
750,"[0.15, 0.45)",right,2014,"[0.0, 20.0)",male,1218
751,"[0.15, 0.45)",right,2014,"[0.0, 20.0)",female,1275
752,"[0.15, 0.45)",right,2014,"[20.0, 25.0)",male,6674
753,"[0.15, 0.45)",right,2014,"[20.0, 25.0)",female,12859
754,"[0.15, 0.45)",right,2014,"[25.0, 30.0)",male,18874
755,"[0.15, 0.45)",right,2014,"[25.0, 30.0)",female,24499
756,"[0.15, 0.45)",right,2014,"[30.0, 35.0)",male,24325
757,"[0.15, 0.45)",right,2014,"[30.0, 35.0)",female,21861
758,"[0.15, 0.45)",right,2014,"[35.0, 40.0)",male,16351
759,"[0.15, 0.45)",right,2014,"[35.0, 40.0)",female,14499
760,"[0.15, 0.45)",right,2014,"[40.0, 45.0)",male,17170
761,"[0.15, 0.45)",right,2014,"[40.0, 45.0)",female,27330
762,"[0.15, 0.45)",right,2014,"[45.0, 50.0)",male,26282
763,"[0.15, 0.45)",right,2014,"[45.0, 50.0)",female,39734
764,"[0.15, 0.45)",right,2014,"[50.0, 55.0)",male,33591
765,"[0.15, 0.45)",right,2014,"[50.0, 55.0)",female,57610
766,"[0.15, 0.45)",right,2014,"[55.0, 60.0)",male,30709
767,"[0.15, 0.45)",right,2014,"[55.0, 60.0)",female,48794
768,"[0.15, 0.45)",right,2014,"[60.0, 65.0)",male,37340
769,"[0.15, 0.45)",right,2014,"[60.0, 65.0)",female,68086
770,"[0.15, 0.45)",right,2014,"[65.0, 70.0)",male,19272
771,"[0.15, 0.45)",right,2014,"[65.0, 70.0)",female,28436
772,"[0.15, 0.45)",right,2014,"[70.0, 75.0)",male,47697
773,"[0.15, 0.45)",right,2014,"[70.0, 75.0)",female,85721
774,"[0.15, 0.45)",right,2014,"[75.0, 80.0)",male,27418
775,"[0.15, 0.45)",right,2014,"[75.0, 80.0)",female,48987
776,"[0.15, 0.45)",right,2014,"[80.0, 85.0)",male,17943
777,"[0.15, 0.45)",right,2014,"[80.0, 85.0)",female,34479
